Fecha,ICA_SO2,ConsultaHospitalariosR,ConsultaHospitalariosC,PM10,PM2_5,SO2,O3,Temperatura,Humedad,VelocidadViento,IngresosHospitalariosR,IngresosHospitalariosC
2024-03-23,3.0,1,21,NA,16.96041667,5.27583333,51.67666667,0.0,NA,0.0,NA,1.0
2024-03-24,2.0,1,2,NA,13.52708333,4.37958333,46.89041667,0.0,NA,0.0,NA,1.0
2024-03-25,2.0,1,2,32.0,12.54583333,4.08291667,44.35916667,0.0,NA,0.0,NA,1.0
2024-03-26,2.0,1,1,NA,10.8375,4.48333333,39.7125,0.0,NA,0.0,NA,1.0
2024-03-27,2.0,1,1,29.0,10.11695652,3.46,30.43708333,0.0,NA,0.0,NA,1.0
2024-03-28,2.0,2,1,10.0,7.2475,3.77833333,33.4725,0.0,NA,0.0,NA,1.0
2024-03-29,2.0,1,4,NA,13.26166667,3.55125,46.18166667,0.0,NA,0.0,NA,1.0
2024-03-30,3.0,2,3,NA,16.54416667,5.48916667,43.14958333,0.0,NA,0.0,NA,3.0
2024-03-31,2.0,22,1,NA,17.66130435,4.5573913,34.63347826,0.0,NA,0.0,NA,NA
2024-04-01,2.0,2,1,NA,12.4375,3.67833333,43.53625,0.0,NA,0.0,NA,NA
2024-04-02,1.0,6,342,NA,13.54833333,3.80444444,30.57909091,0.0,NA,0.0,NA,1.0
2024-04-03,1.0,40,2,36.0,NA,3.78181818,25.30666667,0.0,NA,0.0,NA,1.0
2024-04-04,2.0,5,1,NA,20.508,3.45375,22.57791667,0.0,NA,0.0,NA,1.0
2024-04-05,2.0,22,15,NA,14.71791667,3.9525,30.21375,0.0,NA,0.0,NA,1.0
2024-04-06,2.0,1,1,31.0,17.21541667,3.07291667,33.65125,0.0,NA,0.0,NA,1.0
2024-04-07,2.0,4,3,NA,14.53956522,4.06130435,39.42869565,0.0,NA,0.0,NA,1.0
2024-04-08,2.0,1,1,NA,18.1475,3.36541667,34.93291667,0.0,NA,0.0,NA,1.0
2024-04-09,2.0,1,1,23.0,18.38875,4.02833333,40.18625,0.0,NA,0.0,NA,1.0
2024-04-10,4.0,2,1,NA,23.18625,7.74458333,49.10958333,0.0,NA,0.0,NA,1.0
2024-04-11,3.0,1,1,NA,21.64875,5.935,47.05833333,0.0,NA,0.0,NA,1.0
2024-04-12,2.0,1,1,31.0,23.1925,4.43708333,67.7,0.0,NA,0.0,NA,1.0
2024-04-13,1.0,1,5,NA,23.53958333,2.29,57.18666667,0.0,NA,0.0,NA,1.0
2024-04-14,2.0,1,1,NA,19.31625,3.99666667,49.095,0.0,NA,0.0,NA,1.0
2024-04-15,4.0,4,2,30.0,19.9175,7.53083333,35.95125,0.0,NA,0.0,NA,1.0
2024-04-16,3.0,5,1,NA,21.01541667,4.7075,48.28708333,0.0,NA,0.0,NA,1.0
2024-04-17,2.0,1,1,NA,19.78041667,3.19041667,31.15708333,0.0,NA,0.0,NA,1.0
2024-04-18,2.0,3,1,22.0,19.24083333,3.3525,27.51083333,0.0,NA,0.0,NA,1.0
2024-04-19,1.0,1,1,NA,9.25555556,1.47666667,43.74041667,0.0,NA,0.0,NA,1.0
2024-04-20,1.0,4,1,NA,8.6,1.08625,43.39166667,0.0,NA,0.0,NA,2.0
2024-04-21,0.0,8,4,14.0,6.77571429,0.32043478,37.75666667,0.0,NA,0.0,NA,1.0
2024-04-22,1.0,15,6,NA,7.47958333,1.51916667,22.92708333,0.0,NA,0.0,NA,4.0
2024-04-23,2.0,7,5,NA,10.78291667,3.06916667,19.50416667,0.0,NA,0.0,NA,NA
2024-04-24,2.0,1,1,20.0,13.53541667,3.50958333,28.40083333,0.0,NA,0.0,NA,1.0
2024-04-25,1.0,3,1,NA,9.16304348,1.03416667,31.67458333,0.0,NA,0.0,NA,NA
2024-04-26,2.0,8,3,NA,15.20608696,3.425,18.32458333,0.0,NA,0.0,NA,2.0
2024-04-27,2.0,2,13,19.0,11.64681818,3.19125,18.68166667,0.0,NA,0.0,NA,1.0
2024-04-28,1.0,17,2,NA,7.79304348,1.22083333,15.18,0.0,NA,0.0,NA,1.0
2024-04-29,1.0,1,12,NA,10.48409091,2.01,15.46625,0.0,NA,0.0,NA,1.0
2024-04-30,3.0,14,3,11.0,13.98083333,4.70541667,15.45958333,0.0,NA,0.0,NA,1.0
2024-05-01,3.0,2,3,NA,12.0225,4.74833333,23.31125,0.0,NA,0.0,NA,NA
2024-05-02,2.0,8,2,NA,12.48809524,3.0675,14.86833333,0.0,NA,0.0,NA,NA
2024-05-03,2.0,1,2,34.0,15.86166667,4.34208333,14.98333333,0.0,NA,0.0,NA,1.0
2024-05-04,2.0,1,12,NA,10.3226087,2.91041667,12.02583333,0.0,NA,0.0,NA,1.0
2024-05-05,1.0,5,1,NA,8.14454545,1.0573913,17.03956522,0.0,NA,0.0,NA,1.0
2024-05-06,1.0,10,1,14.0,14.63571429,3.01818182,14.62,0.0,NA,0.0,NA,3.0
2024-05-07,1.0,2,3,NA,9.21227273,2.34125,24.42625,0.0,NA,0.0,NA,1.0
2024-05-08,1.0,24,1,NA,5.90826087,1.28826087,28.44833333,0.0,NA,0.0,NA,2.0
2024-05-09,1.0,8,2,15.0,5.445625,1.22285714,16.38166667,0.0,NA,0.0,NA,1.0
2024-05-10,2.0,8,31,NA,7.95826087,3.7025,15.60791667,0.0,NA,0.0,NA,1.0
2024-05-11,1.0,1,2,NA,9.54363636,2.0425,14.84291667,0.0,NA,0.0,NA,1.0
2024-05-12,1.0,4,6,13.0,7.80913043,1.36875,15.58666667,0.0,NA,0.0,NA,2.0
2024-05-13,1.0,1,4,NA,7.83869565,2.36625,28.80041667,0.0,NA,0.0,NA,2.0
2024-05-14,1.0,78,2,NA,9.50863636,1.17083333,20.92916667,0.0,NA,0.0,NA,1.0
2024-05-15,0.0,1,1,17.0,7.76307692,0.88095238,17.85375,0.0,NA,0.0,NA,1.0
2024-05-16,1.0,1,333,NA,13.05304348,2.16,18.29,0.0,NA,0.0,NA,1.0
2024-05-17,1.0,3,1,NA,16.56291667,2.69875,23.47958333,0.0,NA,0.0,NA,1.0
2024-05-18,2.0,8,1,23.0,14.285,2.80291667,28.6875,0.0,NA,0.0,NA,1.0
2024-05-19,2.0,12,3,NA,12.79,2.87041667,25.52625,0.0,NA,0.0,NA,1.0
2024-05-20,3.0,5,1,NA,10.67318182,4.69541667,21.93541667,0.0,NA,0.0,NA,1.0
2024-05-21,2.0,1,1,20.0,9.12181818,2.72173913,19.18217391,0.0,NA,0.0,NA,1.0
2024-05-22,3.0,8,7,NA,NA,NA,NA,0.0,NA,0.0,NA,1.0
2024-05-23,1.0,6,7,NA,NA,NA,NA,0.0,NA,0.0,NA,1.0
2024-05-24,1.0,5,1,19.0,NA,NA,NA,0.0,NA,0.0,NA,1.0
2024-05-25,1.0,1,1,NA,NA,NA,NA,0.0,NA,0.0,NA,1.0
2024-05-26,1.0,12,3,NA,NA,NA,NA,0.0,NA,0.0,NA,NA
2024-05-27,1.0,1,1,NA,NA,NA,NA,0.0,NA,0.0,NA,1.0
2024-05-28,1.0,2,1,NA,NA,NA,NA,0.0,NA,0.0,NA,2.0
2024-05-29,1.0,3,2,NA,NA,NA,NA,0.0,NA,0.0,NA,1.0
2024-05-30,0.0,1,2,15.0,NA,NA,NA,0.0,NA,0.0,NA,1.0
2024-05-31,1.0,12,3,NA,NA,NA,NA,0.0,NA,0.0,NA,1.0
2024-06-01,2.0,2,1,NA,NA,NA,NA,0.0,NA,0.0,NA,1.0
2024-06-02,1.0,1,2,20.0,NA,NA,NA,0.0,NA,0.0,NA,NA
2024-06-03,1.0,1,1,NA,NA,NA,NA,0.0,NA,0.0,NA,1.0
2024-06-04,1.0,1,2,NA,NA,NA,NA,0.0,NA,0.0,NA,1.0
2024-06-05,0.0,7,1,28.0,10.4345,1.02833333,17.55375,0.0,NA,0.0,NA,1.0
2024-06-06,1.0,1,1,NA,12.5873913,2.0125,14.17083333,0.0,NA,0.0,NA,1.0
2024-06-07,1.0,11,10,NA,13.41043478,2.55458333,21.58166667,0.0,NA,0.0,NA,1.0
2024-06-08,1.0,10,4,29.0,14.28066667,2.26375,16.68666667,0.0,NA,0.0,NA,1.0
2024-06-09,1.0,1,1,NA,NA,1.19375,18.51333333,0.0,NA,0.0,NA,NA
2024-06-10,1.0,6,1,NA,NA,1.24083333,22.47291667,0.0,NA,0.0,NA,NA
2024-06-11,1.0,4,3,17.0,NA,2.55875,15.79333333,0.0,NA,0.0,NA,1.0
2024-06-12,1.0,9,1,NA,NA,1.892,24.97,0.0,NA,0.0,NA,1.0
2024-06-13,0.0,1,1,22.0,NA,NA,27.80125,0.0,NA,0.0,NA,1.0
2024-06-14,0.0,2,6,17.0,NA,NA,22.51,0.0,NA,0.0,NA,3.0
2024-06-15,0.0,1,1,NA,NA,NA,17.47416667,16.0,NA,1.0,NA,1.0
2024-06-16,0.0,1,1,12.0,NA,NA,19.40916667,16.3,NA,1.1,NA,1.0
2024-06-17,0.0,6,7,34.0,11.755,NA,24.05,18.3,NA,1.5,NA,2.0
2024-06-18,0.0,1,8,NA,9.53045455,NA,30.91,17.1,NA,1.4,NA,1.0
2024-06-19,0.0,1,1,NA,12.19772727,NA,18.55,15.8,NA,1.1,NA,1.0
2024-06-20,0.0,1,1,20.0,14.39190476,NA,21.81291667,16.8,NA,1.1,NA,1.0
2024-06-21,1.0,11,4,NA,13.32608696,2.52307692,21.59166667,17.4,NA,1.2,NA,1.0
2024-06-22,1.0,1,2,NA,8.289,1.12391304,21.81916667,16.3,NA,1.0,NA,1.0
2024-06-23,0.0,1,1,12.0,7.99809524,0.69863636,20.4125,15.9,NA,1.3,NA,1.0
2024-06-24,0.0,4,2,NA,11.74272727,0.37,18.91166667,17.6,NA,1.3,NA,1.0
2024-06-25,0.0,10,2,NA,9.54652174,NA,21.94833333,17.3,NA,1.2,NA,2.0
2024-06-26,0.0,4,1,19.0,13.25294118,NA,23.8675,0.0,NA,0.0,NA,1.0
2024-06-27,0.0,1,4,NA,7.95714286,NA,22.35041667,0.0,NA,0.0,NA,2.0
2024-06-28,1.0,2,1,NA,13.18833333,3.44307692,24.66916667,0.0,NA,0.0,NA,1.0
2024-06-29,1.0,1,1,15.0,10.31272727,1.42041667,25.87,0.0,NA,0.0,NA,1.0
2024-06-30,1.0,9,3,NA,10.95541667,1.84583333,24.87458333,0.0,NA,0.0,NA,1.0
2024-07-01,1.0,1,1,NA,8.20833333,2.035,33.99958333,0.0,NA,0.0,NA,NA
2024-07-02,2.0,8,1,20.0,12.09478261,3.19583333,26.62583333,0.0,NA,0.0,NA,1.0
2024-07-03,1.0,2,8,17.0,11.82238095,2.70958333,17.03875,0.0,NA,0.0,NA,1.0
2024-07-04,1.0,2,5,NA,7.24826087,1.75458333,10.86666667,15.7,NA,1.1,NA,1.0
2024-07-05,1.0,1,1,26.0,7.155,1.97736842,18.56916667,14.6,NA,1.1,NA,1.0
2024-07-06,1.0,3,1,NA,9.75833333,2.27041667,21.825,17.7,NA,1.3,NA,2.0
2024-07-07,1.0,1,3,NA,11.70583333,1.55083333,28.03458333,17.9,NA,1.2,NA,1.0
2024-07-08,1.0,1,1,17.0,9.85869565,1.72521739,32.49478261,0.0,NA,0.0,NA,1.0
2024-07-09,1.0,7,8,NA,9.57041667,1.83291667,35.20791667,0.0,NA,0.0,NA,1.0
2024-07-10,1.0,1,2,NA,11.73791667,2.40625,38.47958333,0.0,NA,0.0,NA,1.0
2024-07-11,1.0,1,1,17.0,12.41041667,2.31875,39.00125,0.0,NA,0.0,NA,1.0
2024-07-12,2.0,3,1,NA,13.75833333,3.66125,57.51958333,0.0,NA,0.0,NA,1.0
2024-07-13,2.0,12,1,NA,9.82416667,3.39916667,41.77916667,0.0,NA,0.0,NA,1.0
2024-07-14,1.0,4,3,18.0,7.70125,1.84791667,39.05958333,0.0,NA,0.0,NA,1.0
2024-07-15,2.0,9,1,NA,9.22791667,3.42208333,28.34416667,0.0,NA,0.0,NA,1.0
2024-07-16,2.0,4,82,NA,10.02916667,3.56041667,26.52583333,0.0,NA,0.0,NA,1.0
2024-07-17,1.0,2,1,19.0,11.3726087,2.76,30.17583333,0.0,NA,0.0,NA,2.0
2024-07-18,1.0,1,1,NA,10.03166667,2.23208333,33.73541667,0.0,NA,0.0,NA,1.0
2024-07-19,0.0,3,2,NA,10.1275,0.8525,35.7775,0.0,NA,0.0,NA,1.0
2024-07-20,1.0,4,1,NA,10.33791667,1.58333333,34.47541667,0.0,NA,0.0,NA,1.0
2024-07-21,0.0,18,1,NA,7.85208333,0.78833333,37.57541667,0.0,NA,0.0,NA,NA
2024-07-22,1.0,1,13,NA,8.84956522,1.54304348,34.81666667,0.0,NA,0.0,NA,1.0
2024-07-23,1.0,16,2,17.0,11.77136364,1.24291667,34.98708333,0.0,NA,0.0,NA,1.0
2024-07-24,1.0,2,3,NA,11.01375,1.45125,39.28291667,0.0,NA,0.0,NA,1.0
2024-07-25,1.0,7,2,NA,12.6525,1.9075,34.50083333,0.0,NA,0.0,NA,1.0
2024-07-26,1.0,3,3,20.0,15.92458333,1.40791667,34.1975,0.0,NA,0.0,NA,1.0
2024-07-27,1.0,40,1,NA,12.28043478,1.48,29.54833333,0.0,NA,0.0,NA,1.0
2024-07-28,1.0,3,2,NA,9.90291667,2.17625,29.28833333,0.0,NA,0.0,NA,1.0
2024-07-29,1.0,1,1,5.0,8.25291667,2.78375,34.49666667,0.0,NA,0.0,NA,2.0
2024-07-30,1.0,1,3,17.0,14.43789474,1.90291667,29.2675,0.0,NA,0.0,NA,1.0
2024-07-31,2.0,1,1,NA,9.74909091,3.2025,33.64125,0.0,NA,0.0,NA,1.0
2024-08-01,2.0,9,1,20.0,9.9025,3.29708333,37.74083333,0.0,NA,0.0,NA,1.0
2024-08-02,1.0,1,1,NA,11.26,2.69041667,39.10625,0.0,NA,0.0,NA,NA
2024-08-03,1.0,2,1,NA,11.90958333,1.77416667,37.60333333,0.0,NA,0.0,NA,1.0
2024-08-04,1.0,2,1,22.0,10.37583333,1.11208333,37.49541667,0.0,NA,0.0,NA,1.0
2024-08-05,2.0,31,1,NA,10.99869565,3.01916667,28.73208333,0.0,NA,0.0,NA,1.0
2024-08-06,1.0,3,1,NA,10.69869565,1.42416667,28.27916667,0.0,NA,0.0,NA,1.0
2024-08-07,1.0,18,1,25.0,6.64714286,1.61041667,32.20333333,0.0,NA,0.0,NA,1.0
2024-08-08,2.0,2,1,NA,13.12826087,3.43,29.70083333,0.0,NA,0.0,NA,1.0
2024-08-09,1.0,3,2,NA,14.23666667,1.7925,27.47958333,0.0,NA,0.0,NA,1.0
2024-08-10,0.0,1,2,27.0,13.59304348,0.98,29.325,0.0,NA,0.0,NA,1.0
2024-08-11,0.0,2,2,NA,6.09375,NA,29.50166667,0.0,NA,0.0,NA,NA
2024-08-12,0.0,1,6,NA,9.09833333,NA,33.4325,0.0,NA,0.0,NA,1.0
2024-08-13,0.0,5,3,NA,11.40454545,NA,32.05625,0.0,NA,0.0,NA,1.0
2024-08-14,0.0,1,1,NA,11.30782609,NA,27.8225,0.0,NA,0.0,NA,1.0
2024-08-15,0.0,1,1,NA,12.26541667,NA,44.27083333,0.0,NA,0.0,NA,1.0
2024-08-16,0.0,1,4,18.0,13.98833333,NA,43.64458333,0.0,NA,0.0,NA,1.0
2024-08-17,0.0,1,1,NA,12.905,NA,39.02875,19.0,NA,1.5,NA,2.0
2024-08-18,0.0,8,5,NA,9.665,NA,49.33,0.0,NA,0.0,NA,1.0
2024-08-19,0.0,1,30,NA,9.3775,NA,55.55791667,0.0,NA,0.0,NA,1.0
2024-08-20,0.0,2,4,NA,12.51916667,NA,46.25416667,0.0,NA,0.0,NA,1.0
2024-08-21,0.0,1,8,NA,12.82416667,NA,43.8225,0.0,NA,0.0,NA,1.0
2024-08-22,0.0,4,1,20.0,9.59083333,NA,32.55125,0.0,NA,0.0,NA,1.0
2024-08-23,0.0,27,1,NA,13.27708333,NA,31.755,0.0,NA,0.0,NA,1.0
2024-08-24,0.0,5,1,NA,13.23136364,NA,28.79,0.0,NA,0.0,NA,1.0
2024-08-25,0.0,2,1,12.0,9.52833333,NA,NA,0.0,NA,0.0,NA,1.0
2024-08-26,0.0,1,3,NA,10.21083333,NA,NA,0.0,NA,0.0,NA,1.0
2024-08-27,0.0,3,1,NA,12.2975,NA,NA,0.0,NA,0.0,NA,1.0
2024-08-28,0.0,10,5,20.0,12.50458333,NA,NA,0.0,NA,0.0,NA,4.0
2024-08-29,0.0,6,2,NA,11.8773913,NA,NA,0.0,NA,0.0,NA,4.0
2024-08-30,0.0,1,1,NA,11.69833333,NA,NA,0.0,NA,0.0,NA,3.0
2024-08-31,0.0,14,15,NA,14.94916667,NA,NA,0.0,NA,0.0,NA,1.0
2024-09-01,0.0,1,1,NA,15.19,NA,NA,0.0,NA,0.0,NA,NA
2024-09-02,0.0,12,1,NA,18.74666667,NA,NA,0.0,NA,0.0,NA,NA
2024-09-03,2.0,9,1,27.0,17.56608696,7.358,63.652,0.0,NA,0.0,NA,1.0
2024-09-04,2.0,1,6,43.0,15.639,3.58833333,45.80166667,0.0,NA,0.0,NA,1.0
2024-09-05,1.0,1,1,NA,NA,2.13,42.26041667,0.0,NA,0.0,NA,1.0
2024-09-06,2.0,10,13,24.0,NA,4.31583333,45.41375,0.0,NA,0.0,NA,NA
2024-09-07,2.0,16,1,NA,NA,4.53583333,39.90625,0.0,NA,0.0,NA,1.0
2024-09-08,2.0,5,1,NA,NA,3.73666667,46.15416667,0.0,NA,0.0,NA,1.0
2024-09-09,2.0,34,3,34.0,NA,3.24291667,48.43416667,0.0,NA,0.0,NA,1.0
2024-09-10,0.0,1,1,NA,NA,3.365,43.09791667,0.0,NA,0.0,NA,NA
2024-09-11,2.0,9,3,NA,NA,5.20875,47.72791667,0.0,NA,0.0,NA,1.0
2024-09-12,2.0,10,1,27.0,NA,4.145,40.14291667,0.0,NA,0.0,NA,NA
2024-09-13,2.0,1,321,NA,NA,4.49875,40.38291667,0.0,NA,0.0,NA,1.0
2024-09-14,1.0,2,1,NA,NA,4.65333333,43.20416667,0.0,NA,0.0,NA,NA
2024-09-15,0.0,1,1,20.0,NA,NA,49.27541667,0.0,NA,0.0,NA,1.0
2024-09-16,0.0,62,11,NA,NA,NA,39.01708333,0.0,NA,0.0,NA,NA
2024-09-17,1.0,1,1,NA,NA,5.12461538,38.52875,0.0,NA,0.0,NA,NA
2024-09-18,0.0,2,1,24.0,NA,NA,56.85458333,0.0,NA,0.0,NA,1.0
2024-09-19,0.0,2,1,NA,NA,NA,44.06916667,0.0,NA,0.0,NA,NA
2024-09-20,0.0,2,1,NA,NA,NA,31.94833333,0.0,NA,0.0,NA,1.0
2024-09-21,0.0,2,1,34.0,NA,NA,NA,0.0,NA,0.0,NA,NA
2024-09-22,0.0,1,1,NA,NA,NA,NA,0.0,NA,0.0,NA,NA
2024-09-23,3.0,21,3,NA,NA,11.585,61.585,0.0,NA,0.0,NA,1.0
2024-09-24,2.0,1,1,13.0,NA,4.57458333,45.15708333,0.0,NA,0.0,NA,NA
2024-09-25,2.0,2,3,NA,NA,3.32541667,41.65541667,0.0,NA,0.0,NA,1.0
2024-09-26,2.0,36,1,NA,NA,4.36041667,31.06833333,0.0,NA,0.0,NA,1.0
2024-09-27,2.0,2,3,20.0,NA,4.63541667,57.92791667,0.0,NA,0.0,NA,1.0
2024-09-28,1.0,11,1,NA,NA,1.70791667,44.93916667,0.0,NA,0.0,NA,1.0
2024-09-29,1.0,7,2,NA,NA,1.23416667,42.05375,0.0,NA,0.0,NA,1.0
2024-09-30,2.0,12,1,34.0,NA,4.27791667,33.26166667,0.0,NA,0.0,NA,10.0
2024-10-01,2.0,2,1,NA,NA,3.46208333,39.615,0.0,NA,0.0,NA,1.0
2024-10-02,2.0,1,1,NA,NA,2.86875,33.91625,0.0,NA,0.0,NA,1.0
2024-10-03,1.0,1,1,12.0,NA,2.25541667,47.50541667,0.0,NA,0.0,NA,1.0
2024-10-04,2.0,1,1,NA,NA,3.87208333,39.46541667,0.0,NA,0.0,NA,1.0
2024-10-05,3.0,1,1,NA,NA,5.56708333,38.23166667,0.0,NA,0.0,NA,1.0
2024-10-06,1.0,1,2,25.0,NA,2.31708333,40.98125,0.0,NA,0.0,NA,1.0
2024-10-07,2.0,2,4,NA,NA,3.09708333,41.54458333,0.0,NA,0.0,NA,1.0
2024-10-08,2.0,1,1,NA,NA,3.22125,34.42,0.0,NA,0.0,NA,1.0
2024-10-09,2.0,2,1,13.0,NA,3.32625,34.1175,0.0,NA,0.0,NA,1.0
2024-10-10,1.0,1,1,NA,NA,2.42416667,24.85833333,0.0,NA,0.0,NA,1.0
2024-10-11,1.0,1,1,NA,NA,2.21,34.88583333,0.0,NA,0.0,NA,1.0
2024-10-12,2.0,3,2,18.0,NA,3.62833333,35.27,0.0,NA,0.0,NA,1.0
2024-10-13,2.0,12,1,NA,NA,3.65958333,34.78875,0.0,NA,0.0,NA,1.0
2024-10-14,1.0,10,1,NA,NA,2.42583333,40.20166667,0.0,NA,0.0,NA,NA
2024-10-15,1.0,1,1,25.0,11.925,1.86416667,37.075,0.0,NA,0.0,NA,1.0
2024-10-16,2.0,3,3,25.0,12.82380952,3.89166667,38.79375,0.0,NA,0.0,NA,1.0
2024-10-17,3.0,14,14,NA,13.496,4.7025,39.28291667,0.0,NA,0.0,NA,2.0
2024-10-18,3.0,4,1,28.0,14.94882353,5.68375,41.51291667,0.0,NA,0.0,NA,1.0
2024-10-19,1.0,1,2,NA,11.21111111,2.49125,41.52875,0.0,NA,0.0,NA,1.0
2024-10-20,1.0,7,1,NA,10.41647059,1.93583333,40.33916667,0.0,NA,0.0,NA,1.0
2024-10-21,2.0,1,1,25.0,11.61833333,2.83958333,29.80708333,0.0,NA,0.0,NA,NA
2024-10-22,1.0,15,1,NA,6.438,2.70833333,25.435,0.0,NA,0.0,NA,1.0
2024-10-23,1.0,1,5,NA,10.4975,2.7525,26.94791667,0.0,NA,0.0,NA,1.0
2024-10-24,3.0,8,3,21.0,7.80333333,4.78958333,32.48833333,0.0,NA,0.0,NA,1.0
2024-10-25,2.0,1,2,NA,10.59,4.51791667,40.79916667,0.0,NA,0.0,NA,1.0
2024-10-26,1.0,1,1,NA,10.17,2.47333333,40.15583333,0.0,NA,0.0,NA,1.0
2024-10-27,1.0,10,1,28.0,NA,2.10875,30.0175,0.0,NA,0.0,NA,NA
2024-10-28,2.0,15,1,NA,6.2,4.45833333,24.1,0.0,NA,0.0,NA,NA
2024-10-29,3.0,1,8,NA,8.99,6.11166667,36.31875,0.0,NA,0.0,NA,NA
2024-10-30,3.0,1,9,29.0,9.44428571,5.13666667,35.53541667,0.0,NA,0.0,NA,1.0
2024-10-31,3.0,26,1,NA,7.3925,4.93086957,42.25521739,0.0,NA,0.0,NA,1.0
2024-11-01,2.0,5,3,NA,5.30454545,3.62916667,25.49083333,0.0,NA,0.0,NA,2.0
2024-11-02,2.0,3,1,17.0,5.85,3.30958333,31.67958333,0.0,NA,0.0,NA,1.0
2024-11-03,1.0,4,3,NA,4.33846154,1.84083333,26.82875,0.0,NA,0.0,NA,1.0
2024-11-04,1.0,68,1,NA,4.55875,1.71041667,20.37291667,0.0,NA,0.0,NA,1.0
2024-11-05,2.0,1,1,NA,4.54,4.40375,21.42125,0.0,NA,0.0,NA,1.0
2024-11-06,2.0,3,270,18.0,7.8525,3.94416667,28.18958333,0.0,NA,0.0,NA,1.0
2024-11-07,1.0,1,1,NA,7.53529412,2.58833333,26.75083333,0.0,NA,0.0,NA,1.0
2024-11-08,1.0,1,1,NA,6.21428571,2.7825,27.9175,0.0,NA,0.0,NA,1.0
2024-11-09,1.0,3,2,NA,5.57882353,1.75416667,26.18541667,0.0,NA,0.0,NA,1.0
2024-11-10,1.0,1,1,NA,6.06055556,1.7675,24.100625,0.0,NA,0.0,NA,1.0
2024-11-11,1.0,20,1,14.0,5.95277778,1.17166667,20.602,0.0,NA,0.0,NA,2.0
2024-11-12,2.0,3,2,NA,9.33,2.86083333,21.51958333,0.0,NA,0.0,NA,1.0
2024-11-13,1.0,1,1,NA,8.11095238,2.21083333,26.71541667,0.0,NA,0.0,NA,2.0
2024-11-14,1.0,1,4,15.0,7.51473684,2.085,24.02833333,0.0,NA,0.0,NA,1.0
2024-11-15,2.0,1,3,NA,11.9995,3.81375,23.48411765,0.0,NA,0.0,NA,1.0
2024-11-16,1.0,3,1,NA,5.90772727,2.07333333,15.05176471,0.0,NA,0.0,NA,1.0
2024-11-17,1.0,2,3,14.0,6.01761905,1.26083333,24.84791667,0.0,NA,0.0,NA,NA
2024-11-18,1.0,3,4,NA,7.25894737,2.72041667,20.31916667,0.0,NA,0.0,NA,1.0
2024-11-19,1.0,6,7,NA,6.815,2.52083333,16.83375,0.0,NA,0.0,NA,1.0
2024-11-20,2.0,1,1,20.0,7.65333333,3.07,19.5675,0.0,NA,0.0,NA,1.0
2024-11-21,1.0,1,7,NA,6.16761905,2.06833333,19.48375,0.0,NA,0.0,NA,1.0
2024-11-22,0.0,2,1,NA,8.03857143,2.78,6.94,0.0,NA,0.0,NA,1.0
2024-11-23,NA,2,4,14.0,7.95130435,NA,NA,16.2,NA,1.4,NA,1.0
2024-11-24,NA,1,1,12.0,11.81291667,NA,NA,0.0,NA,0.0,NA,1.0
2024-11-25,NA,3,1,NA,14.61,NA,NA,0.0,NA,0.0,NA,2.0
2024-11-26,NA,81,1,17.0,16.93,NA,NA,0.0,NA,0.0,NA,1.0
2024-11-27,NA,36,1,17.0,15.45708333,NA,NA,0.0,NA,0.0,NA,1.0
2024-11-28,NA,1,1,NA,16.62291667,NA,NA,0.0,NA,0.0,NA,3.0
2024-11-29,NA,2,3,12.0,19.16333333,NA,NA,0.0,NA,0.0,NA,1.0
2024-11-30,NA,1,1,NA,16.81166667,NA,NA,0.0,NA,0.0,NA,1.0
2024-12-01,NA,5,4,NA,15.78416667,NA,NA,0.0,NA,0.0,NA,1.0
2024-12-02,NA,11,1,20.0,16.97833333,NA,NA,0.0,NA,0.0,NA,1.0
2024-12-03,NA,1,3,17.0,16.33625,NA,NA,0.0,NA,0.0,NA,1.0
2024-12-04,NA,1,2,NA,15.61625,NA,NA,0.0,NA,0.0,NA,2.0
2024-12-05,NA,7,2,18.0,13.79363636,NA,NA,0.0,NA,0.0,NA,1.0
2024-12-06,NA,2,2,NA,13.02375,NA,NA,0.0,NA,0.0,NA,1.0
2024-12-07,NA,2,7,NA,17.92166667,NA,NA,0.0,NA,0.0,NA,2.0
2024-12-08,NA,12,1,14.0,16.48208333,NA,NA,0.0,NA,0.0,NA,2.0
2024-12-09,NA,10,2,NA,15.545,NA,NA,0.0,NA,0.0,NA,2.0
2024-12-10,NA,5,1,NA,17.51291667,NA,NA,0.0,NA,0.0,NA,1.0
2024-12-11,NA,1,1,18.0,16.01208333,NA,NA,0.0,NA,0.0,NA,NA
2024-12-12,NA,2,1,NA,18.58333333,NA,NA,0.0,NA,0.0,NA,1.0
2024-12-13,NA,15,5,NA,20.20041667,NA,NA,0.0,NA,0.0,NA,1.0
2024-12-14,NA,2,1,17.0,17.52409091,NA,NA,0.0,NA,0.0,NA,NA
2024-12-15,NA,11,5,NA,12.07583333,NA,NA,0.0,NA,0.0,NA,NA
2024-12-16,NA,14,2,NA,16.92833333,NA,NA,0.0,NA,0.0,NA,1.0
2024-12-17,NA,1,1,19.0,19.58833333,NA,NA,0.0,NA,0.0,NA,1.0
2024-12-18,NA,41,1,NA,19.63291667,NA,NA,0.0,NA,0.0,NA,1.0
2024-12-19,NA,6,4,NA,20.45291667,NA,NA,0.0,NA,0.0,NA,1.0
